imagepath,label,dataset
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6694.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6735.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4527.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4215.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6410.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8495.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7373.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3845.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7378.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6388.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8311.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4748.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1370.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5219.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6234.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3604.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2562.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3285.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_840.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9380.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2006.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3696.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2207.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4063.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9237.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5275.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7059.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2790.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9890.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4287.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8557.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5746.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5570.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_235.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3103.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7060.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2345.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6755.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3877.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4014.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2652.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4253.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_768.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5983.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4837.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_766.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9740.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8522.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6606.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4764.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_186.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9699.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6673.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2258.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1300.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1394.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2338.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9755.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3004.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6852.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2984.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5920.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3437.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_823.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5454.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5813.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_30.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3879.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8905.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3352.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1652.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4036.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4039.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2714.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7715.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8684.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4208.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6253.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5385.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8258.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7800.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3583.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6843.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4168.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5059.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1734.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3690.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_14.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2518.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6744.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3664.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9217.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3065.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1156.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_433.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2367.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7649.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2457.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1988.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8101.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7288.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_567.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6978.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2803.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6311.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2507.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8657.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4380.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2870.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1022.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_924.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8770.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8756.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2126.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_53.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_481.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4771.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3461.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1720.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6297.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5665.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4104.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2864.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4131.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3775.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8711.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8967.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4492.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9863.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5589.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_987.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7265.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8503.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4695.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4171.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6835.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6526.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6396.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8687.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9547.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7427.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2163.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3321.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5587.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5315.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5708.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9938.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_300.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4029.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3142.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1516.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2847.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3901.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8377.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7995.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5491.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2228.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9134.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9120.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_618.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8566.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1797.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5585.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6112.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4700.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6719.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_368.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4335.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6186.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1460.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4174.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5190.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1355.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7290.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5154.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8521.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1822.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8694.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1287.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7472.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_599.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4792.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2365.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7326.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6203.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7496.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4776.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3237.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7937.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3085.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6324.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7360.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3205.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8916.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7597.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8755.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3033.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1823.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6268.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5083.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_203.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9511.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2347.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5362.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9840.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4941.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2260.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_338.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4187.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1686.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4756.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_140.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_671.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7820.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_498.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8232.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2240.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4153.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7864.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6252.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5890.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3480.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2553.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9780.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9069.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2957.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3989.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_594.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2830.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8423.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1272.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8676.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3292.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5406.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7958.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7129.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2946.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7562.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8859.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1658.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9287.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5236.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5417.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7161.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_263.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5450.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9756.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6480.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4632.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3359.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7395.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_905.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9548.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4799.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5260.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5531.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6499.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5676.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2745.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8882.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_961.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3526.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6932.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8505.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2505.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7536.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1253.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7855.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4310.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5420.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4650.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3490.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7153.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5286.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2377.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6373.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8326.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5066.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2286.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6092.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8820.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4053.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_88.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3498.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6212.jpg,plastic,train
